date,title,anger,fear,negative,positive,sadness,trust,anticipation,joy,disgust,surprise,anticip,word_count
2020-02-09,Microsoft  Twitter and Walmart want to help you get a job in tech   without racking up student loans,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
2020-02-07,4 Stocks To Win Big From China s Tariff Relief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2020-02-06,Pizza toting robots  U S  lets Nuro deploy driverless delivery vehicles,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,11
2020-02-06,Accused El Paso mass shooter charged with 90 counts of federal hate crimes,0.01282051282051282,0.02564102564102564,0.01282051282051282,0.0,0.01282051282051282,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,13
2020-02-05,The Zacks Analyst Blog Highlights  Walmart  AT T  Tesla  General Motors And Verizon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2020-02-04,Britain s supermarkets see weak start to year  Kantar,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,9
2020-02-04,Why Tesla Shares Are Going To Continue Acting Like Tesla Shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-02-04,Walmart Just Dragged Primary Care Into the Healthcare Cost Battle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2020-02-03,The Zacks Analyst Blog Highlights  Chevron  Citigroup  Coca Cola  Walmart And Apple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-02-01,Death toll from China virus rises to 259  border curbs disrupt more flights,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2020-01-31,Is FAN ETF A Solid Pick For 2020 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
2020-01-31,Did Walmart Waste  3 3 Billion on Jet com ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-01-31,Walmart temporarily limits  non business critical travel  to China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-01-30,Big Brand American Stocks To Sail Through An Edgy Market,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2020-01-30,S  Africa s Massmart to restructure after forecasting loss ,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-01-29,Mastercard A Solid Buy After Posting Stellar Q4 Earnings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
