date,title,anger,fear,negative,positive,sadness,trust,anticipation,joy,disgust,surprise,anticip,word_count
2020-02-08,As China returns to work  it is hardly business as usual,0.0,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,11
2020-02-07,Top 5 Things to Know in the Market on Friday  7th February,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-02-07,Stocks   U S  Futures Point Lower   Caution Sets in Ahead of Payrolls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-02-07,Domino s Pizza  2  after Goldman Sachs warms up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-02-07,Stocks   Uber  Pinterest Surge in Premarket  Credit Suisse Falls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-02-07,A Major Executive Leaves Goldman Sachs   Should Investors be Worried ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2020-02-07,Exclusive  Goldman Sachs to raise  8 billion for new buyout fund   sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-02-06,European banks shine as bond trading rebounds,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2020-02-06,Warner Music group files for initial public offering,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,8
2020-02-06,Shares of U S  LNG firms tumble as China demand slumps,0.0303030303030303,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-02-06,Crypto Trading Pioneer Rana Yared Leaves Goldman Sachs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
2020-02-06,Wall Street Warnings Grow Louder for Investors Defying Virus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-02-06,Goldman bolsters Marcus staff as Britain spearheads consumer bank push,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
2020-02-06,After two decade quest to become Malaysia s PM  Anwar says can wait a bit more,0.0,0.0,0.015625,0.015625,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,16
2020-02-05,U S  Crackdown on Chinese Stocks Hasn t Been Ruled Out Yet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-02-05,China January exports  imports seen falling  virus risks global trade disruptions  Reuters poll,0.0,0.0,0.03076923076923077,0.0,0.015384615384615385,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,13
2020-02-05,Cold Turkey  investor exodus tests Erdogan s economic experiment,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,9
