date,title,anger,fear,negative,positive,sadness,trust,anticipation,joy,disgust,surprise,anticip,word_count
2020-06-09,Apple Could Announce In-House Chips For Macs At WWDC: Report,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-06-06,"Barron's Picks And Pans: Sysco, Twitter, Zoom Video And More",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
2020-06-05,Shares of several companies in the broader technology space are trading higher as markets rally following strong US jobs data.,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
2020-06-05,Shares of several companies in the broader technology sector are trading higher as markets rally following strong US jobs data.,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
2020-06-03,Here's Why Nio Shares Are Rallying To A Multi-Month High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-06-01,"Hearing New Jersey Governor Says Outdoor Dining, Hair Salons Will Reopen In Mid Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2020-05-31,Semiconductor Industry to Lobby for Billions to Boost U.S. Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2020-05-29,"Cramer Shares His Thoughts On Teva, Oxford Industries And More",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-05-27,"Chip Stocks Move Higher Following Strong Guidance Out Of Memory Manufacturer Micron: Intel Shares Up 0.1%, AMD Down 3.3%, NVIDIA Down 4%",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
2020-05-26,Linux Founder Switches Allegiance To AMD After 15 Years As Intel Customer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-01-31,As Month Ends and Virus Flares  Profit Taking Could Weigh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2020-01-31,Impressive Tech Sector Earnings ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-31,Exclusive  Japan s Nidec bets on electric cars and acquisitions to treble sales  sources,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,14
2020-01-30,After meager 2019  Samsung s modest chip recovery outlook falls flat,0.0,0.0,0.0,0.0606060606060606,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,11
2020-01-30,Companies Trump said would create thousands of jobs have failed to deliver,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,12
2020-01-30,FireEye  FEYE  To Post Q4 Earnings  What s In The Offing ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-01-30,Stocks Are Falling Again As Critical Levels Of Support Approach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2020-01-30,The Zacks Analyst Blog Highlights  Apple  Facebook  Microsoft And Advanced Micro Devices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-01-29,INTC Vs  NVDA  Which Stock Is The Better Value Option ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
