date,title,anger,fear,negative,positive,sadness,trust,anticipation,joy,disgust,surprise,anticip,word_count
2020-06-11,"Shares of several companies in the broader consumer staples sector are trading lower as markets dip amid concerns of a second wave of the coronavirus. Virus concerns have clouded economic outlook and negatively impacted stocks across sectors, including staples",0.0,0.0,0.012195121951219513,0.004065040650406504,0.008130081300813007,0.0,0.0,0.0,0.0,0.0,0.0,41
2020-06-08,"Morgan Stanley Maintains Equal-Weight on Coca-Cola, Raises Price Target to $52",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2020-05-26,Shares of several consumer staples are trading higher in sympathy with the overall market as equities rally on coronavirus vaccine hopes as well as a pickup in economic activity as some US states reopen businesses. A vaccine could bring a return to increased consumer spending.,0.0,0.0,0.0,0.015957446808510637,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-05-20,"Coca-Cola shares are trading higher, potentially amid strength in overall market. Additionally, reopenings of some US restaurants and venues could be potential demand catalysts for the company's products.",0.007575757575757576,0.0,0.007575757575757576,0.007575757575757576,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,33
2020-05-15,"Coca-Cola CFO Says Trough Will Come In Q2, Says Bullish Credit Suisse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2020-05-12,Not Just Fun And Games: How Esports Could Offer Potential Investment Opportunities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2020-05-08,Shares of several consumer goods companies are trading higher amid overall market strength. Better-than-expected US jobless numbers and easing lockdown restrictions in some states has led to hopes of a rebound in consumer spending.,0.0,0.0,0.0,0.020833333333333332,0.0,0.006944444444444444,0.0,0.0,0.0,0.0,0.0,36
2020-04-22,"Citigroup Maintains Neutral on Coca-Cola, Lowers Price Target to $51",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-04-22,"RBC Capital Maintains Outperform on Coca-Cola, Lowers Price Target to $55",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2020-04-22,"UBS Maintains Buy on Coca-Cola, Lowers Price Target to $154",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-04-22,"Jefferies Maintains Hold on Coca-Cola, Lowers Price Target to $47",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-04-21,Afternoon Market Stats in 5 Minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2020-04-21,"UPDATE: CFRA Maintains Strong Buy On Coca-Cola, Lowers Target To $55 Notes 'KO remains one of our top picks, although disclosure of a 25% volume decline since April 1 proves that almost no company is immune from Covid-19 impacts'",0.0,0.0024691358024691358,0.0049382716049382715,0.0049382716049382715,0.0,0.0049382716049382715,0.0024691358024691358,0.0,0.0024691358024691358,0.0,0.0,45
2020-04-21,"Earnings Scheduled For April 21, 2020",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2020-04-21,"A Peek Into The Markets: US Stock Futures Fall Ahead Of Coca-Cola, Lockheed Martin Earnings",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
2020-04-21,"CFRA Maintains Strong Buy on Coca-Cola, Lowers Price Target to $55",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2020-04-21,"Coca-Cola CEO Says All Plants In China Are Operating, Employees Have Returned To Company Offices In Shanghai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
2020-04-21,Mid-Day Market Update: TriState Capital Jumps Following Q1 Results; Cyclacel Pharmaceuticals Shares Plunge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
2020-04-21,Coca Cola Q1 EPS $0.51 Beats $0.44 Est; Revenue $8.6B Beats $8.28B Est,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
2020-04-21,"UPDATE: CFRA On Coca-Cola Notes 'With its 3.5% dividend yield and high single-digit long-term EPS growth goal, we view KO as a stock capable of low double-digit total return potential and see little risk to KO's dividend'",0.0,0.005952380952380952,0.005952380952380952,0.005952380952380952,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,42
